Title	Creator	Description	Date	Date is Approximate?	Source	Subject	Category	Coverage	Rights	Language	Digitization Specifications	Date Digital	Identifier	Publisher	Relation	Collection	Type	Media Type	Format	Ordering Information	Website	Filename	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Hays Hall 1932		Living Room in Hays Hall 1932 [?]	1932		PG 1 University of Idaho Campus Photographs, 1-58 to 1-59	University of Idaho; University of Idaho -- Buildings -- Photographs;	Buildings;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	280 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2010-05	1-59-7	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/27	27	123.jpg	/spec_uihp/image/123.jpg
Hays Hall 1936	Publication Department	Dining Room in Hays Hall 1936	1936		PG 1 University of Idaho Campus Photographs, 1-58 to 1-59	University of Idaho; University of Idaho -- Buildings -- Photographs;	Buildings;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	280 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2010-05	1-59-9	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/28	28	124.jpg	/spec_uihp/image/124.jpg
Ridenbaugh Hall 1908		Library inside Ridenbaugh Hall in 1908 [?]	1908		PG 1 University of Idaho Campus Photographs, 1-58 to 1-59	University of Idaho; University of Idaho -- Buildings -- Photographs;	Buildings;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	200 dpi rgb jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2010-05	1-58-9	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/29	29	125.jpg	/spec_uihp/image/125.jpg
Forney Hall 1923		Forney Hall Dedication, June 11, 1923	1923-06-11		PG 1 University of Idaho Campus Photographs, 1-60 to 1-61	University of Idaho; University of Idaho -- Buildings -- Photographs;	Buildings;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	280 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2010-05	1-60-12	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/30	30	126.jpg	/spec_uihp/image/126.jpg
Forney Hall 1930		Living room in Forney Hall in 1930 [?]	1930		PG 1 University of Idaho Campus Photographs, 1-60 to 1-61	University of Idaho; University of Idaho -- Buildings -- Photographs;	Buildings;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	280 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2010-05	1-60-19	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/31	31	127.jpg	/spec_uihp/image/127.jpg
Forney Hall 1923		Forney Hall under construction 1923	1923		PG 1 University of Idaho Campus Photographs, 1-60 to 1-61	University of Idaho; University of Idaho -- Buildings -- Photographs;	Buildings;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	280 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2010-05	1-60-5	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/32	32	128.jpg	/spec_uihp/image/128.jpg
Memorial Gymnasium 1928		Interior of Memorial Gymnasium, Coach Joe Cipriano	1928		PG 1 University of Idaho Campus Photographs, 1-60 to 1-61	University of Idaho; University of Idaho -- Buildings -- Photographs;	Buildings;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	200 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2010-05	1-61-18	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/33	33	129.jpg	/spec_uihp/image/129.jpg
Commencement 1939		Academic procession in front of the Administration Building	1939		PG 2 University of Idaho Student Organizations, 2-109-11 to 2-109-80	University of Idaho -- Administration Building;  University of Idaho; University of Idaho -- Buildings -- Photographs;	Graduation;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	270 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.	2010-05	2-109-31	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Student Organizations	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/34	34	13.jpg	/spec_uihp/image/13.jpg
Memorial Gymnasium 1928		Laying cornerstone for Memorial Gymnasium by States Legion Commander Lonergan	1928		PG 1 University of Idaho Campus Photographs, 1-60 to 1-61	University of Idaho; University of Idaho -- Buildings -- Photographs;	Buildings;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	400 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2010-05	1-61-24	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/35	35	130.jpg	/spec_uihp/image/130.jpg
Memorial Gymnasium 1928		Memorial Gymnasium under construction 1928	1928		PG 1 University of Idaho Campus Photographs, 1-60 to 1-61	University of Idaho; University of Idaho -- Buildings -- Photographs;	Buildings;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	280 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2010-05	1-61-3	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/36	36	131.jpg	/spec_uihp/image/131.jpg
Memorial Gymnasium 1928		Exterior of Memorial Gymnasium, 1928	1928		PG 1 University of Idaho Campus Photographs, 1-60 to 1-61	University of Idaho; University of Idaho -- Buildings -- Photographs;	Buildings;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	280 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2010-05	1-61-4	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/37	37	132.jpg	/spec_uihp/image/132.jpg
Forney Hall 1935		Interior of Forney Hall in 1935	1935		PG 1 University of Idaho Campus Photographs, 1-60 to 1-61	University of Idaho; University of Idaho -- Buildings -- Photographs;	Buildings;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	280 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2010-05	1-60-27	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/38	38	133.jpg	/spec_uihp/image/133.jpg
